"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.629199250E0,-1.200528098E0,7.654078379E-3,5.496131283E-1,1.320379071E0
2.639237250E0,-1.085094706E0,-3.255057245E-2,5.220283037E-1,1.204576112E0
2.649275250E0,-9.678432678E-1,-6.203888498E-2,4.769146961E-1,1.080748371E0
2.659313250E0,-8.532537016E-1,-1.033993842E-1,4.024562520E-1,9.490544487E-1
2.669351250E0,-7.118447113E-1,-1.265061004E-1,3.503014272E-1,8.033914216E-1
2.679390250E0,-6.073253661E-1,-1.399241995E-1,2.527903354E-1,6.725517345E-1
2.689428250E0,-4.513224564E-1,-1.522352379E-1,1.588694340E-1,5.021026035E-1
2.699466250E0,-3.101443216E-1,-1.432638732E-1,6.928716660E-2,3.485896571E-1
2.709504250E0,-1.279978073E-1,-1.421449354E-1,6.172905564E-3,1.913811017E-1
2.719542250E0,4.564701989E-3,-1.451787267E-1,-7.040515423E-2,1.614143269E-1
2.729580250E0,1.515224258E-1,-1.525419975E-1,-1.520556736E-1,2.633420483E-1
2.739618250E0,3.158293866E-1,-1.545980064E-1,-2.226187027E-1,4.161824502E-1
2.749656250E0,4.618243116E-1,-1.539132975E-1,-2.749056745E-1,5.590564620E-1
2.759694250E0,5.853152038E-1,-1.483186084E-1,-3.562147164E-1,7.010572171E-1
2.769733250E0,7.679116888E-1,-1.250835093E-1,-3.928989780E-1,8.716099202E-1
2.779771250E0,8.600265314E-1,-9.138615170E-2,-4.529066133E-1,9.762793985E-1
2.789809250E0,1.009541882E0,-9.489519373E-2,-4.726199162E-1,1.118726729E0
2.799847250E0,1.115588155E0,-5.317627849E-2,-4.960374302E-1,1.222054737E0
2.809885250E0,1.220842422E0,-3.993016060E-2,-4.963648742E-1,1.318494871E0
2.819923250E0,1.271191261E0,-2.536534941E-2,-5.015987170E-1,1.366810849E0
2.829961250E0,1.364827111E0,-1.375935724E-2,-4.933325082E-1,1.451316411E0
2.839999250E0,1.418605415E0,2.254777718E-3,-4.775643218E-1,1.496834690E0
2.850038250E0,1.436688075E0,2.846916111E-2,-4.456104577E-1,1.504477251E0
2.860076250E0,1.473708259E0,3.184649460E-2,-4.028684807E-1,1.528114278E0
2.870114250E0,1.443827964E0,6.578548841E-2,-3.631600392E-1,1.490252373E0
2.880152250E0,1.466364010E0,8.027024757E-2,-2.830461681E-1,1.495587462E0
2.890190250E0,1.423126043E0,1.066520075E-1,-2.129743052E-1,1.442920802E0
